-124.4 40.6
-122.1 40.6
-119.3 38.5
-118.7 39
-117.22 37.78
-117.66 37.35
-114.7 35.1
-114.7 32.7
-117.1 32.5
-117.4 33.2
-118.50 34.0
-120.5 34.5
-124.4 40.6
